category,location_type,context,persistent_id,id,location_subtype,month,latitude,longitude,outcome_category,outcome_date
anti-social-behaviour,Force,,,116208627,,2024-01,52.631624,-1.125641,Unknown,Unknown
anti-social-behaviour,Force,,,116208914,,2024-01,52.627703,-1.123030,Unknown,Unknown
anti-social-behaviour,Force,,,116208916,,2024-01,52.624092,-1.113810,Unknown,Unknown
anti-social-behaviour,Force,,,116208626,,2024-01,52.627703,-1.123030,Unknown,Unknown
anti-social-behaviour,Force,,,116208923,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208648,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208998,,2024-01,52.632805,-1.124819,Unknown,Unknown
anti-social-behaviour,Force,,,116208928,,2024-01,52.639558,-1.132473,Unknown,Unknown
anti-social-behaviour,Force,,,116208934,,2024-01,52.639558,-1.132473,Unknown,Unknown
anti-social-behaviour,Force,,,116208937,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208763,,2024-01,52.627379,-1.125445,Unknown,Unknown
anti-social-behaviour,Force,,,116208943,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208570,,2024-01,52.627137,-1.117058,Unknown,Unknown
anti-social-behaviour,Force,,,116208564,,2024-01,52.624402,-1.109534,Unknown,Unknown
anti-social-behaviour,Force,,,116208948,,2024-01,52.634503,-1.149403,Unknown,Unknown
anti-social-behaviour,Force,,,116208949,,2024-01,52.634392,-1.140229,Unknown,Unknown
anti-social-behaviour,Force,,,116209038,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208951,,2024-01,52.635078,-1.139462,Unknown,Unknown
anti-social-behaviour,Force,,,116209037,,2024-01,52.633502,-1.131662,Unknown,Unknown
anti-social-behaviour,Force,,,116208737,,2024-01,52.634169,-1.128191,Unknown,Unknown
anti-social-behaviour,Force,,,116208955,,2024-01,52.621821,-1.138165,Unknown,Unknown
anti-social-behaviour,Force,,,116208606,,2024-01,52.642883,-1.124914,Unknown,Unknown
anti-social-behaviour,Force,,,116208554,,2024-01,52.622852,-1.150707,Unknown,Unknown
anti-social-behaviour,Force,,,116208738,,2024-01,52.634169,-1.128191,Unknown,Unknown
anti-social-behaviour,Force,,,116208973,,2024-01,52.632052,-1.146096,Unknown,Unknown
anti-social-behaviour,Force,,,116208725,,2024-01,52.632052,-1.146096,Unknown,Unknown
anti-social-behaviour,Force,,,116208974,,2024-01,52.637041,-1.131222,Unknown,Unknown
anti-social-behaviour,Force,,,116208557,,2024-01,52.624402,-1.109534,Unknown,Unknown
anti-social-behaviour,Force,,,116208652,,2024-01,52.635486,-1.128741,Unknown,Unknown
anti-social-behaviour,Force,,,116208698,,2024-01,52.627703,-1.123030,Unknown,Unknown
anti-social-behaviour,Force,,,116208776,,2024-01,52.640498,-1.136799,Unknown,Unknown
anti-social-behaviour,Force,,,116209086,,2024-01,52.623324,-1.146296,Unknown,Unknown
anti-social-behaviour,Force,,,116208653,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208758,,2024-01,52.616723,-1.122614,Unknown,Unknown
anti-social-behaviour,Force,,,116208619,,2024-01,52.634503,-1.149403,Unknown,Unknown
anti-social-behaviour,Force,,,116208620,,2024-01,52.632052,-1.146096,Unknown,Unknown
anti-social-behaviour,Force,,,116208603,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208820,,2024-01,52.632052,-1.146096,Unknown,Unknown
anti-social-behaviour,Force,,,116208784,,2024-01,52.625820,-1.140899,Unknown,Unknown
anti-social-behaviour,Force,,,116208896,,2024-01,52.635555,-1.129626,Unknown,Unknown
anti-social-behaviour,Force,,,116208788,,2024-01,52.627703,-1.123030,Unknown,Unknown
anti-social-behaviour,Force,,,116209064,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208899,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208589,,2024-01,52.637041,-1.131222,Unknown,Unknown
anti-social-behaviour,Force,,,116208978,,2024-01,52.628462,-1.126029,Unknown,Unknown
anti-social-behaviour,Force,,,116209079,,2024-01,52.634169,-1.128191,Unknown,Unknown
anti-social-behaviour,Force,,,116208610,,2024-01,52.626768,-1.123078,Unknown,Unknown
anti-social-behaviour,Force,,,116208656,,2024-01,52.630004,-1.125348,Unknown,Unknown
anti-social-behaviour,Force,,,116209015,,2024-01,52.630999,-1.140931,Unknown,Unknown
anti-social-behaviour,Force,,,116208646,,2024-01,52.638358,-1.129437,Unknown,Unknown
anti-social-behaviour,Force,,,116209025,,2024-01,52.627903,-1.110084,Unknown,Unknown
anti-social-behaviour,Force,,,116209060,,2024-01,52.637556,-1.135305,Unknown,Unknown
anti-social-behaviour,Force,,,116208664,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116209089,,2024-01,52.637041,-1.131222,Unknown,Unknown
anti-social-behaviour,Force,,,116208747,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116209088,,2024-01,52.636557,-1.143748,Unknown,Unknown
anti-social-behaviour,Force,,,116209023,,2024-01,52.628313,-1.131351,Unknown,Unknown
anti-social-behaviour,Force,,,116209077,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208654,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116209074,,2024-01,52.636235,-1.142794,Unknown,Unknown
anti-social-behaviour,Force,,,116208792,,2024-01,52.632052,-1.146096,Unknown,Unknown
anti-social-behaviour,Force,,,116209020,,2024-01,52.628313,-1.131351,Unknown,Unknown
anti-social-behaviour,Force,,,116208726,,2024-01,52.634409,-1.133652,Unknown,Unknown
anti-social-behaviour,Force,,,116208793,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116209100,,2024-01,52.631121,-1.108837,Unknown,Unknown
anti-social-behaviour,Force,,,116208720,,2024-01,52.633317,-1.127203,Unknown,Unknown
anti-social-behaviour,Force,,,116208658,,2024-01,52.627534,-1.130553,Unknown,Unknown
anti-social-behaviour,Force,,,116209069,,2024-01,52.632931,-1.131038,Unknown,Unknown
anti-social-behaviour,Force,,,116208718,,2024-01,52.630803,-1.144983,Unknown,Unknown
anti-social-behaviour,Force,,,116209057,,2024-01,52.637031,-1.129878,Unknown,Unknown
anti-social-behaviour,Force,,,116209017,,2024-01,52.627381,-1.126952,Unknown,Unknown
anti-social-behaviour,Force,,,116208588,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208797,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208798,,2024-01,52.632534,-1.133232,Unknown,Unknown
anti-social-behaviour,Force,,,116208803,,2024-01,52.632052,-1.146096,Unknown,Unknown
anti-social-behaviour,Force,,,116208713,,2024-01,52.630623,-1.113087,Unknown,Unknown
anti-social-behaviour,Force,,,116209056,,2024-01,52.634996,-1.117195,Unknown,Unknown
anti-social-behaviour,Force,,,116208805,,2024-01,52.631484,-1.111637,Unknown,Unknown
anti-social-behaviour,Force,,,116208709,,2024-01,52.637041,-1.131222,Unknown,Unknown
anti-social-behaviour,Force,,,116208816,,2024-01,52.637041,-1.131222,Unknown,Unknown
anti-social-behaviour,Force,,,116209059,,2024-01,52.639316,-1.131354,Unknown,Unknown
anti-social-behaviour,Force,,,116209044,,2024-01,52.623733,-1.146967,Unknown,Unknown
anti-social-behaviour,Force,,,116208819,,2024-01,52.626044,-1.115086,Unknown,Unknown
anti-social-behaviour,Force,,,116209004,,2024-01,52.618429,-1.118666,Unknown,Unknown
anti-social-behaviour,Force,,,116208706,,2024-01,52.635528,-1.127553,Unknown,Unknown
anti-social-behaviour,Force,,,116208704,,2024-01,52.635528,-1.127553,Unknown,Unknown
anti-social-behaviour,Force,,,116208823,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208659,,2024-01,52.627703,-1.123030,Unknown,Unknown
anti-social-behaviour,Force,,,116208731,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208694,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208693,,2024-01,52.627703,-1.123030,Unknown,Unknown
anti-social-behaviour,Force,,,116208660,,2024-01,52.637101,-1.130778,Unknown,Unknown
anti-social-behaviour,Force,,,116208618,,2024-01,52.635078,-1.139462,Unknown,Unknown
anti-social-behaviour,Force,,,116208829,,2024-01,52.627535,-1.124599,Unknown,Unknown
anti-social-behaviour,Force,,,116208655,,2024-01,52.630693,-1.129885,Unknown,Unknown
anti-social-behaviour,Force,,,116208830,,2024-01,52.625906,-1.108765,Unknown,Unknown
anti-social-behaviour,Force,,,116208602,,2024-01,52.628462,-1.126029,Unknown,Unknown
anti-social-behaviour,Force,,,116208835,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208836,,2024-01,52.634169,-1.128191,Unknown,Unknown
anti-social-behaviour,Force,,,116208691,,2024-01,52.639872,-1.118959,Unknown,Unknown
anti-social-behaviour,Force,,,116208841,,2024-01,52.633317,-1.127203,Unknown,Unknown
anti-social-behaviour,Force,,,116208842,,2024-01,52.635066,-1.114534,Unknown,Unknown
anti-social-behaviour,Force,,,116208871,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208844,,2024-01,52.627535,-1.124599,Unknown,Unknown
anti-social-behaviour,Force,,,116208873,,2024-01,52.627432,-1.138755,Unknown,Unknown
anti-social-behaviour,Force,,,116208682,,2024-01,52.621217,-1.138404,Unknown,Unknown
anti-social-behaviour,Force,,,116208867,,2024-01,52.634996,-1.117195,Unknown,Unknown
anti-social-behaviour,Force,,,116208673,,2024-01,52.635399,-1.134107,Unknown,Unknown
anti-social-behaviour,Force,,,116208672,,2024-01,52.627137,-1.117058,Unknown,Unknown
anti-social-behaviour,Force,,,116208880,,2024-01,52.631353,-1.135324,Unknown,Unknown
anti-social-behaviour,Force,,,116208883,,2024-01,52.627895,-1.146886,Unknown,Unknown
anti-social-behaviour,Force,,,116208999,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116209040,,2024-01,52.637843,-1.130275,Unknown,Unknown
anti-social-behaviour,Force,,,116208894,,2024-01,52.637031,-1.129878,Unknown,Unknown
anti-social-behaviour,Force,,,116208669,,2024-01,52.642883,-1.124914,Unknown,Unknown
anti-social-behaviour,Force,,,116208668,,2024-01,52.634169,-1.128191,Unknown,Unknown
anti-social-behaviour,Force,,,116208853,,2024-01,52.632746,-1.127791,Unknown,Unknown
anti-social-behaviour,Force,,,116208749,,2024-01,52.628349,-1.110769,Unknown,Unknown
anti-social-behaviour,Force,,,116208902,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208905,,2024-01,52.634169,-1.128191,Unknown,Unknown
anti-social-behaviour,Force,,,116208981,,2024-01,52.636041,-1.133444,Unknown,Unknown
anti-social-behaviour,Force,,,116208906,,2024-01,52.633528,-1.135207,Unknown,Unknown
anti-social-behaviour,Force,,,116208909,,2024-01,52.625551,-1.152191,Unknown,Unknown
anti-social-behaviour,Force,,,116208910,,2024-01,52.627703,-1.123030,Unknown,Unknown
bicycle-theft,Force,,0d05eadb943751f9f1299e64b602e40a12bab2103090a95909ce6015aa722fe3,116205087,,2024-01,52.637257,-1.139936,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,ff14f1ca2806daa2feb77bf4d15c6f30f1bd0579ae7a76657051aa6e8e3b75dc,116203113,,2024-01,52.636111,-1.138053,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,623e30e792a62c8ed461a7c81a827e5436affc133560eabd4ee1917f85c23e89,116203354,,2024-01,52.630202,-1.147639,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,7dd0e52c26fab48ab3b7f7867d892b413ee3f36cf230650ffe9d2cc45944474c,116200873,,2024-01,52.627299,-1.148966,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,8b3747413a2e63b0a9eefa2ac33db9ce3ddf70c7bdfb156fa238473214315d52,116207770,,2024-01,52.618023,-1.129457,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,fef00968b9b066ad38660e64f6e746eb1dfc27b22af4a023924daebfcea2ad39,116201252,,2024-01,52.629043,-1.148962,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,03999b8cccf060304b797ee5fa57b2a4749f6c691ed743391b8297b0ae740f13,116201254,,2024-01,52.627895,-1.146886,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,98e45a96a9e93aaa7ac7441cb837710bb3a1952de1e6a534f074a30e65ecd55e,116201554,,2024-01,52.624479,-1.150676,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,fb5f311fb51597c60993a9093b7ededea779e48a799c727822a2cf85c1574252,116208229,,2024-01,52.643191,-1.128869,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,b9364e41bfff569f539457f88a1d6b9278935639ba8efea093e27439a5f4e656,116201852,,2024-01,52.625500,-1.127802,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,864205805a2ec98cfcf414c56d193f34efe50ad0c18e6924c0bf7e8c8b1ac185,116204385,,2024-01,52.632171,-1.130358,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,9b686c29ccf5a503cb3e0b1d3c7a994cf88f32e18cc63377e730897fc41a0c87,116204376,,2024-01,52.637556,-1.135305,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,99c15126f386f6b1672de3a21574e3e62d4c6e8bfb5d1cf057712eb296621a20,116207475,,2024-01,52.618023,-1.129457,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,7a10c8e6a54ce62d9984b80062a4bcec12012f38b76faaeae02cf0cbff960cd2,116205167,,2024-01,52.640046,-1.132433,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,d3b75256d9bcd6ae6532ab32029dda7943f75b7add679b485feb25765b8c2622,116208541,,2024-01,52.618023,-1.129457,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,ce4ba3455e59b8427505d86b48b95631aa8232e0674ce39cb0fd0d2cdb7a78a3,116202386,,2024-01,52.630034,-1.124594,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,1106e0f37672a8e66c8053a251e416d5481467c34c29bba37667ea3aba18eb9a,116204253,,2024-01,52.623456,-1.150932,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,5699e0da1e6d1d00e7fbcd548238d39cf786cb49ff983aeff577f8365725024e,116207389,,2024-01,52.631302,-1.120978,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,e4c1be5b31639032f9149f43c8bdb7b49b9b6be526a8105aa1b8189ef36ce59f,116202672,,2024-01,52.624946,-1.141891,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,ce15c134a359f9825ced320ecb40b85b2494509e43ed08ef7a124b7add204b14,116207364,,2024-01,52.637791,-1.147906,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,0b360eaf1d4a5f59fc502ab0aa770bf7d532658dd317e34cf5d584a1df406fbd,116202781,,2024-01,52.630162,-1.140873,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,9863eba1666366231362a698f8eacd0f43a404f17c2afc9c1dc36028732c0480,116206627,,2024-01,52.631714,-1.130515,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,98e6176a090c3053b9b4b83f47a6e7bcd5883bb6661961f19f37ae27c2a8765b,116206534,,2024-01,52.625208,-1.149509,Awaiting court outcome,2024-09
bicycle-theft,Force,,17474de38081c7ba3f7e8db86fe57f851f2225084694794a614c7acd2c6a58ef,116206835,,2024-01,52.627535,-1.124599,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,0b0407c43c6fa54ae33107a29bfd55cde627a1a31c63b50e0498cc96a665d541,116206519,,2024-01,52.634995,-1.144030,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,008bf792abafb8d9f08bc22a938e5fe362e9388f696e0f45a632ebc09fd06295,116205443,,2024-01,52.635797,-1.131926,Court result unavailable,2024-07
bicycle-theft,Force,,51adedf3a954a9fe1b48f411bf56223d19d32be150e6b4b1b523e67e5de054cd,116205140,,2024-01,52.640046,-1.132433,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,a457880550ae90b8c337b229d9518e023154de934dd2e6343857f1db8f692ef0,116205606,,2024-01,52.629483,-1.136425,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,168c708eb086b27ac14951a325d4c675150819cc0498821fa818550637bf3c2d,116204839,,2024-01,52.636857,-1.128211,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,011ad80a21a37e39a8dbc354ac7c2344477755e01fd973fdfd5527c150408dea,116203271,,2024-01,52.629982,-1.134642,Investigation complete; no suspect identified,2024-04
bicycle-theft,Force,,70c371f1d190a1f554a49213c8970573d1b35ca57e8afb70c2c694f6ced52747,116204689,,2024-01,52.633318,-1.134798,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,a279132475205519ad6e2004f1d5cb8ef446e3b7a97952a04b6601ea46789d59,116206030,,2024-01,52.626936,-1.139814,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,14699b76dda9a25cccb5aa87bd00d02e3e8d4785aca74377bb688861e19c8eb3,116208197,,2024-01,52.623507,-1.133174,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,e1be1d8e5635254415f06f7b26203cdcfa73364aafe7127d57c1b6535e45717e,116202759,,2024-01,52.635797,-1.131926,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,4000468ed34bd16c1083077766f894c6e41d89ba91190edd0af9de14417a9e1c,116207144,,2024-01,52.643191,-1.128869,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,297ddfe4f41cd615c722586a6ca3cc4e0625a6bf79d75dd3de56f506e26b04ef,116203651,,2024-01,52.631779,-1.143221,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,bda30ea4c710bc2ad76dc000663465caf6177adedf9e7cd3b9272b428c57b0f3,116207462,,2024-01,52.637101,-1.130778,Investigation complete; no suspect identified,2024-02
bicycle-theft,Force,,7d7efd864089e428479e4984b83e900a7d4bbf566a15a2d425b618943e597321,116203605,,2024-01,52.628911,-1.122297,Investigation complete; no suspect identified,2024-01
bicycle-theft,Force,,eb7e561fef61824995f5be4e4841d0cc5b7d15fc855b0122f3c08dd27031d1e7,116207169,,2024-01,52.635797,-1.131926,Investigation complete; no suspect identified,2024-02
burglary,Force,,19daa6e1b21260641fbeb5e06196c07b55262d2ba3ebd5edc6d250e847a5bb8e,116206064,,2024-01,52.625559,-1.148380,Investigation complete; no suspect identified,2024-01
burglary,Force,,50b44c30fd99f51bafacb9a55a3607c1cd8ad4cbb116a130e8efe45b2185cfa5,116206601,,2024-01,52.637147,-1.124807,Unable to prosecute suspect,2024-03
burglary,Force,,4095d85151896e4a37b62721e354b7fb6d97da517567d04455e2b60553faa597,116208324,,2024-01,52.631190,-1.122887,Investigation complete; no suspect identified,2024-03
burglary,Force,,cd94642474f274923557f605c6b9319b213f592efa4815e9f9243326e147c7a7,116203045,,2024-01,52.617509,-1.120752,Investigation complete; no suspect identified,2024-01
burglary,Force,,516394a9502442151f115428f8780bdc1caf6664324f9cb0d35ba8facaa679b6,116206070,,2024-01,52.625559,-1.148380,Investigation complete; no suspect identified,2024-01
burglary,Force,,0b5654d8da586a4b5be5d07158fc58106a65c7066b073d102f8fc26800d45325,116208384,,2024-01,52.634237,-1.127731,Court result unavailable,2024-07
burglary,Force,,07fef3bba82cce27a81639b6fb99cd8c6a2620a17ff08be70acc088b992007bb,116202598,,2024-01,52.635182,-1.147646,Investigation complete; no suspect identified,2024-03
burglary,Force,,077c1ddf69b399c4785e811a54f389dd6e8dbb7097e707147130878f832d62b3,116204699,,2024-01,52.634237,-1.127731,Court result unavailable,2024-08
burglary,Force,,7bf5f2470cbb0d1014fb90288d42ab9f8be8a20e0c9456d11148bd3a83fb4f72,116202940,,2024-01,52.631131,-1.145568,Investigation complete; no suspect identified,2024-01
burglary,Force,,ab3ed83c9f3f4580f491019ae188ed566f1d20134959c2f0f3676bb661b4cec6,116206882,,2024-01,52.627455,-1.118736,Investigation complete; no suspect identified,2024-02
burglary,Force,,1147e83c412f18a9976231e12e052d8732857dad797ca0e93ea00d6cc637f788,116208383,,2024-01,52.634237,-1.127731,Court result unavailable,2024-07
burglary,Force,,d8521f64a507b92bdbd6612d8ed9206554bc284fe8d62f6f1c1d0866779b17f3,116201688,,2024-01,52.632318,-1.129483,Unable to prosecute suspect,2024-06
burglary,Force,,5e621e63fa37b1b58693d5a4a648fbde10440b78921e393076bf1acb6e385a38,116208385,,2024-01,52.634237,-1.127731,Court result unavailable,2024-07
burglary,Force,,7f685e42652afab6d5b1e5edf2ca5502f6acd543918d501c117a432d186e39e3,116204112,,2024-01,52.637581,-1.133709,Investigation complete; no suspect identified,2024-01
burglary,Force,,2b28bbb6606e945c7fc85936bbdaea3c047f0a6539dab8cf128e1f6d80243ca0,116208376,,2024-01,52.634237,-1.127731,Court result unavailable,2024-07
burglary,Force,,0a0af3467abc2cf1666ac674d5027c965e957515c6f5015d2edbfbb4569d3fea,116205645,,2024-01,52.639138,-1.125417,Investigation complete; no suspect identified,2024-02
burglary,Force,,f25d6485db1bc0519eca1323c73c51739a52903bab730ccdf6eef1d501c684fe,116204070,,2024-01,52.627534,-1.130553,Investigation complete; no suspect identified,2024-01
burglary,Force,,10da46babae2878e6d4adb349f901094b9c44e3efbd68754f0b43e2d7a4bfcfb,116207502,,2024-01,52.636111,-1.138053,Offender given a caution,2024-01
burglary,Force,,229b465db9cffeceb0cd347e0f049778bbdbc5512f3f73da9fd7560b723a38d6,116206429,,2024-01,52.631131,-1.145568,Investigation complete; no suspect identified,2024-01
burglary,Force,,be469223cd7eba7a64153770f6b0b668626cbe1b663a2357b1f43614cdca03cd,116202629,,2024-01,52.633897,-1.133974,Investigation complete; no suspect identified,2024-01
burglary,Force,,3bef2d4289633f84ea0af1c726a693ee2966c94aa4c3e4209c7faf40ba007eac,116207131,,2024-01,52.626147,-1.110829,Unable to prosecute suspect,2024-02
burglary,Force,,67cd68750b23bd552c50fe59c8a37907439b2f1f26ffd9a373c03b6f2efc7c4b,116202566,,2024-01,52.634136,-1.134752,Unable to prosecute suspect,2024-01
burglary,Force,,fb1818734e26ca2718ac29291dcac84fd77d548f26994313cb020245752d1c22,116206281,,2024-01,52.632387,-1.134077,Unable to prosecute suspect,2024-03
burglary,Force,,09ac7566da6d8f879ac69d023c8fc60965e78d40a79d4c6c3caaad7eaa31ef6c,116202547,,2024-01,52.633053,-1.129306,Investigation complete; no suspect identified,2024-01
burglary,Force,,3b19c1bb70e5092936b676c996f8e4ad2bf058454380721930b08c7243e78b9d,116205702,,2024-01,52.632171,-1.130358,Court result unavailable,2024-08
burglary,Force,,9e7387dd4071f41f5c8e5085a8da5140cc03299acb72fee7e2c25676f75d15ad,116202261,,2024-01,52.622611,-1.137269,Investigation complete; no suspect identified,2024-01
burglary,Force,,7d962a00801584fa309bb014dcf69befa43526dba596f1afcaf5304fcd33b61f,116204607,,2024-01,52.623968,-1.150789,Further investigation is not in the public interest,2024-01
burglary,Force,,3d5bfcb8fc9e63835a7bfa46baf892b156c19ade16d0a456b18218c43379d058,116205634,,2024-01,52.634991,-1.136050,Investigation complete; no suspect identified,2024-02
burglary,Force,,59ddf2e1215f3af6b4de08ae6e25ea849cc108268fc2ea43276ebe4c54160d3c,116204594,,2024-01,52.632952,-1.138765,Investigation complete; no suspect identified,2024-01
burglary,Force,,2d43297faca95d17c1b2e61bf565ebaf0dbeda217d685dd52b073b1f8cdbc35a,116208380,,2024-01,52.634237,-1.127731,Court result unavailable,2024-07
burglary,Force,,29f6b6143ebe24641da928ec124b3c73827911c7a3cc54a031b9b317066ea756,116205336,,2024-01,52.634169,-1.128191,Investigation complete; no suspect identified,2024-05
burglary,Force,,44cf35fefbbceaeaea823e60961a167814c566000b66ba0eb268476a5bfe95d3,116204382,,2024-01,52.623221,-1.152030,Unable to prosecute suspect,2024-01
burglary,Force,,f3ede4839ae6d41c73af881d30490b2f519f688014854fe4155e44aa5c66c7a5,116207296,,2024-01,52.629454,-1.148644,Investigation complete; no suspect identified,2024-02
burglary,Force,,d5c3cfc9a2a63c0a79630f09ca382f3fcd01b8938706e96c26b0737cecfc7528,116206469,,2024-01,52.627052,-1.140875,Investigation complete; no suspect identified,2024-02
burglary,Force,,92da700b377cb10bdb15d1f951f2fcb5aa01c3c1a5974d5577b48d2519754760,116204517,,2024-01,52.636399,-1.127097,Unable to prosecute suspect,2024-01
burglary,Force,,eecda112eb3bfe5ddee8ed4bcb586ddb0a27e410db41123ce5ab5157f0201be1,116201566,,2024-01,52.635182,-1.147646,Investigation complete; no suspect identified,2024-01
burglary,Force,,93486d7f18c809b94173165f9ec0c23392d9358e10fddb40df6c717ae6ffec4f,116205473,,2024-01,52.639138,-1.125417,Unable to prosecute suspect,2024-09
burglary,Force,,deecd2b6e8f79be3276b7857cf58b95a80bede38aeb3cd3b27de3c87e3e87fc4,116201165,,2024-01,52.627352,-1.110952,Investigation complete; no suspect identified,2024-01
burglary,Force,,bc4e8f9a67a2dd10a926f91aa331b3a8e820e03e9d1f5347b09fc50454c0dfe8,116201159,,2024-01,52.641941,-1.123972,Investigation complete; no suspect identified,2024-01
burglary,Force,,d4df3e296eb2f1b2ed040cd2ee85eab4d53545c0c98dcd3a9426905f156bbab2,116201128,,2024-01,52.622945,-1.147396,Investigation complete; no suspect identified,2024-01
burglary,Force,,6c414b16541c177e0228e2c38c4b64aa256a66c28bfeb64c3b6cd074fe17cead,116202890,,2024-01,52.629221,-1.151204,Court result unavailable,2024-10
burglary,Force,,83a3162bb7c67a0f85d2a84d60e1fbc4e07d92aed476614be17df90a210e7538,116206374,,2024-01,52.635182,-1.147646,Court result unavailable,2024-12
burglary,Force,,d17bc01a4746e81a1095c019c4e340241ccd47d5297284df425154cf83a0500e,116207762,,2024-01,52.625820,-1.140899,Investigation complete; no suspect identified,2024-02
burglary,Force,,c9594cf93f35e99ca8eec015f99baa886c5711ffbbbe507e9950ae25f60c0ff1,116203720,,2024-01,52.626782,-1.135961,Investigation complete; no suspect identified,2024-01
burglary,Force,,441fa2fba394c23715fb7fe9e23726a0192ba7116efa7feb2f8767c9dfd2c859,116201537,,2024-01,52.635399,-1.134107,Investigation complete; no suspect identified,2024-08
burglary,Force,,463016aef8c5282a2351d6f0d9cf3179aa0e6468174358e345106ab1a80f1430,116206743,,2024-01,52.626599,-1.111189,Unable to prosecute suspect,2024-02
burglary,Force,,b0f4c17ecbf4eef20842e6b625b30445d1cf0c546ba041f6b75b59c6d9d0afe6,116206886,,2024-01,52.630519,-1.119649,Unable to prosecute suspect,2024-01
burglary,Force,,be10a7639e2b0fb775ea7347a4a60c161b09b3e3473db026326196ffdb9b1c2f,116203715,,2024-01,52.626782,-1.135961,Investigation complete; no suspect identified,2024-01
burglary,Force,,77146c6075e9ab97ed140a5c957148b6b0d646fbb70e0ba4c37b581de07bf96f,116207361,,2024-01,52.626202,-1.148988,Investigation complete; no suspect identified,2024-02
burglary,Force,,6c5d11df5126c4eeb5520d578a979e18d1cb505667118b052f055a23283ef23a,116208426,,2024-01,52.630061,-1.133133,Investigation complete; no suspect identified,2024-04
burglary,Force,,80f3c390c32286129c7ba2bdbcd9d4e1edf2c9aebfd067f39605ec65af4e5e21,116205660,,2024-01,52.619400,-1.123094,Investigation complete; no suspect identified,2024-01
